store_name,company,revenue_monthly,amazon_start,phone,directors,email,province,category,subcategory,seller_url,mercantile_registry,business_address,follow_up,action_label,status,import_email
AmyStyle,AMYMARK EUROPE SL,4620.6,2025-12-15,+34667388793,,amymarkeurope@gmail.com,MADRID,Hogar y cocina,Juegos de tazas grandes,https://www.amazon.es/sp?seller=A2QE6JEMU8UR9U,B23856388,"CALLE VIRGEN DE LA NUEVA, 146, San Martín de Valdeiglesias, Madrid, 28680, ES",,,pendiente,yamila@libertyseller.com
Wenza SL,Wenza Estrategia SL,4649.01,2025-12-09,+34696118566,GARCIA GIMENEZ RAMON (Administrador solidario); MARTINEZ CALAHORRO ANTONIO JAVIER (Administrador solidario),amazon@wenza.es,JAEN,Bricolaje y herramientas,Alcachofas móviles para ducha,https://www.amazon.es/sp?seller=A1TS8ZOTFZ37YV,B23657166,"Parque Tecnologico Geolit, av. innovación, numero 20, Mengíbar, Jaen, 23620, ES",,,pendiente,yamila@libertyseller.com
ABUSINESSDC,"ABUSINESSDC, S.L.",4679.39,2016-07-06,+34 607 18 67 46,PADILLA DE LA MATA JUAN MANUEL (Administrador único),juanmapadilla@abusinessdc.com,ESPAÑA,Hogar y cocina,Colchones para cama,https://www.amazon.es/sp?seller=A3KL2G98LN38E1,B86583515,"Avenida Europa nº 10, Coslada, España, 28821, ES",,,pendiente,yamila@libertyseller.com
QENTA SHOP,QENTA NOVA SL,4714.93,2024-06-06,+34615217950,ALCOLEA SIMO ISMAEL (Administrador único); ALCOLEA SIMO SERGIO (Apoderado); ALCOLEA MONTERO JOSE LUIS (Administrador único),joseluis@qentanova.com,ESPAÑA,Oficina y papelería,Portadocumentos,https://www.amazon.es/sp?seller=ANTBFW54UL871,ESB83314583,"Sirio 60, 13C, Madrid, España, 28007, ES",,,pendiente,yamila@libertyseller.com
JAVIAL,JAVIAL TRADING SOCIEDAD LIMITADA,4751.25,2025-04-03,+34684777754,,info.javial@gmail.com,VALENCIA,Coche y moto,Protector solar para luna delantera,https://www.amazon.es/sp?seller=AWPLUVBRTKFKY,B75681239,"AVENIDA AUSIAS MARCH 58, PLANTA 2 PUERTA 5, VALENCIA, VALENCIA, 46026, ES",,,pendiente,yamila@libertyseller.com
Real Earth Stories S.L.,REAL EARTH STORIES SL,4806.5,2021-04-13,+34673492985,RAMESH GODHWANI GODHWANI TINA (Administrador único),tina.godhwani@gmail.com,MADRID,Belleza,Jenas,https://www.amazon.es/sp?seller=A24B9SWKQ2DEKR,B67828418,"Calle María de Maeztu 52, Baja, Madrid, Madrid, 28049, ES",,,pendiente,yamila@libertyseller.com
CABLEMATIC,"CABLEMATIC DOS MIL, S.L.",4843.32,2016-06-14,+34609910995,GALLARDO IBARRA CAROL MACARENA (Apoderado solidario); MURGUI MARTIN ANA (Apoderado solidario),comercial@cablematic.com,BARCELONA,Electrónica,Regletas,https://www.amazon.es/sp?seller=ATYMR08ODFL16,ESB62231261,"Calle Santander 61 ES-B62231261, Barcelona, Barcelona, 08020, ES",,,pendiente,yamila@libertyseller.com
OutletX ES,AMC Enterprises SL,4888.03,2025-07-26,+34604982373,MANESH GUL CHUGANI GANGWANI. (Administrador único); ASHAY MANESH CHUGANI MAKHIJA. (Administrador único); MANESH GUL CHUGANI (Administrador solidario); SHEETAL SACHANAND MAKHIJA (Administrador solidario),info@outletx.es,BARCELONA,Hogar y cocina,Exterminador de insectos,https://www.amazon.es/sp?seller=A3RWV0C52X810M,ESb65867038,"Avinguda de la Mancomunitat, 16 Local 1, Molins de Rei, Barcelona, 08750, ES",,,pendiente,yamila@libertyseller.com
ELITE MUSICAL INSTRUMENT CARE,"Pep Sesat, S.L.",4915.2,2017-08-03,+34617637637,,pep@comparteix.com,BARCELONA,Instrumentos musicales,Limpieza y cuidado de instrumentos de viento metal,https://www.amazon.es/sp?seller=A2H6G2W3K5ZXIF,ESB67165308,"C. Enric Granados 18, Desp 2E, C.N. GREG - Planta 2, Granollers, Barcelona, 08403, ES",,,pendiente,yamila@libertyseller.com
Valyria Home.,Volantis Home Sociedad Limitada,4946.42,2023-05-27,+541168752989,sin cargos relevantes,manuel@valyriahome.es,BARCELONA,Hogar y cocina,Plantas artificiales,https://www.amazon.es/sp?seller=A3QAHB2Z1XVV0H,B44901114,"Passeig de gracia 50, 5, barcelona, barcelona, 08007, ES",,,pendiente,yamila@libertyseller.com
Euravia,innoffices busines center sl,4980.98,2024-10-19,+34628314161,NAVARRO SERRATO PEDRO (Administrador único),dm@tridente.biz,SEVILLA,Hogar y cocina,Mochilas portaperros,https://www.amazon.es/sp?seller=A1XNRB9CBR3DPO,B90187220,"calle arquitectura 2, torre 11, planta 11, Sevilla, Sevilla, 41015, ES",,,pendiente,yamila@libertyseller.com
MONTALMO,Montalmo Consultoría S.L.U.,5005.35,2023-11-17,+34640561463,KHACHATRYAN BAGDATIEV VARDAN (Socio único); PLANELLES GANDIA MONTSERRAT (Socio único); JIMENEZ MAÑAS MOISES (Administrador único),info@montalmo.com,ALICANTE,Deportes y aire libre,Magnesio de escalada,https://www.amazon.es/sp?seller=A249SP6WIKHQO8,B54950258,"AVDA ELDA 18, LOCAL 2, SANT JOAN D'ALACANT, ALICANTE, 03550, ES",,,pendiente,yamila@libertyseller.com
Honest Brands Shop,Honest Brands Holding SL,5055.86,2024-10-01,+34634810728,NUÑEZ JIMENEZ ANDREA (Administrador único),info@honestbrands.eu,MADRID,Productos para mascotas,Cuidado de la piel y del pelaje canino,https://www.amazon.es/sp?seller=A1EJUDJJLNA1PN,B16697856,"Maldonado 7, Madrid, Madrid, 28009, ES",,,pendiente,yamila@libertyseller.com
Vasprato,Innovacion Digital Vasprato SL,5079.52,2025-08-04,+34672743950,sin cargos relevantes,contacto@vasprato.com,VALENCIA,Moda,Bikinis y Braguitas para mujer,https://www.amazon.es/sp?seller=A2X9WSC5NVHBJD,B75321729,"Guardia Civil 22, Esc 4, Piso 2, Pta 5., Valencia, Valencia, 46020, ES",,,pendiente,yamila@libertyseller.com
Kukurullo,"GOSELL DIGITAL, S.L.",5127.18,2024-02-22,+34630547398,sin cargos relevantes,smartinez@goselldigital.com,BARCELONA,Hogar y cocina,Ceras para colorear,https://www.amazon.es/sp?seller=A20ZXA5X6W2MAE,B56736622,"Calle del Castanyer, 7, La Serra, Barcelona, 08184, ES",,,pendiente,yamila@libertyseller.com
Banbu Cosmética,Banbu Cosmetica Natural SL,5168.88,2024-10-04,+34623411888,DIEZ LANTARON VERONICA (Administrador único),veronica@banbu.es,ESPAÑA,Belleza,Desodorante,https://www.amazon.es/sp?seller=A799SMBZTLV6P,B67783803,"Avenida Fernandez Vallejo 162A, Tanos, España, 39300, ES",,,pendiente,yamila@libertyseller.com
ESTORHOME,"VISTE&DECORA, S.L.",5230.47,2024-02-10,+34693609262,,info@decocasa.shop,MADRID,Hogar y cocina,Persianas enrollables y estores,https://www.amazon.es/sp?seller=A2ZIYIY1YOBROK,B10548477,"CALLE SAN TELESFORO, 36, 6/1, MADRID, MADRID, 28017, ES",,,pendiente,yamila@libertyseller.com
FRAYPA,"FRAZON BRANDS, SOCIEDAD LIMITADA",5272.84,2026-01-24,+34640753194,,franciscoangelrodriguezlopez5@gmail.com,GRANADA,Hogar y cocina,Bolsas para la colada,https://www.amazon.es/sp?seller=A2YG78BH8672K1,0B25943838,"PARROCO MEDINA BAREA,16, CASA, GRANADA, GRANADA, 18170, ES",,,pendiente,yamila@libertyseller.com
SOTO BLANCO,SOTO BLANCO MARKETING S.L.,5300.79,2023-12-30,+34685389767,SOTO BLANCO HUGO (Socio único),info@sotoblanco.com,A CORUÑA,Juguetes y juegos,Tableros de planificación,https://www.amazon.es/sp?seller=AU49OK67TWHG7,B16403743,"Lugar Abasteira 65, 1A, San Juan, A CORUÑA, 15339, ES",,,pendiente,yamila@libertyseller.com
Cctv Barato,Seguritsa S L,5332.71,2025-06-28,+34692433119,NIETO DIAZ ESCOBAR EDUARDO (Administrador único),marketing@cctvbarato.com,ESPAÑA,Electrónica,Cámaras de vigilancia en domo,https://www.amazon.es/sp?seller=A24RL2LN7K5MXO,B98614373,"Avenida San Pere 8, RAFELBUÑOL, VALENCIA, 46138, ES",,,pendiente,yamila@libertyseller.com
HOBBY CARBA,Atleet Carballiño sl,5370.81,2024-01-16,+34651858994,OTERO CASTRO JOSE MARIA (Administrador único),atleetcarballino@gmail.com,OURENSE,Moda,Zapatillas casual para hombre,https://www.amazon.es/sp?seller=A3IDIHNS3NJTAX,B16947731,"RUA ROSALIA DE CASTRO, 8, CARBALLIÑO, OURENSE, 32500, ES",,,pendiente,yamila@libertyseller.com
FRAVAST,FRAVAST ECOMMERCE SOCIEDAD DE RESPONSABILIDAD LIM,5403.78,2025-04-16,+34671152050,,fravast.es@gmail.com,COMUNIDAD VALENCIANA,Hogar y cocina,Soportes para platos,https://www.amazon.es/sp?seller=A1CO27Q4HHYLSV,B21874888,"PLAZA MAJOR, NUM 7 PLANTA 2, PUERTA 4, Pinedo, Valencia, Comunidad Valenciana, 46012, ES",,,pendiente,yamila@libertyseller.com
Juguetes en España,Bartolome y Alejandro Gil Mayol CB,5442.73,2019-02-12,+34 606 59 79 07,,juguetesenespana@gmail.com,ESPAÑA,Juguetes y juegos,Mascotas electrónicas,https://www.amazon.es/sp?seller=A3CS097SYETBMT,E73720278,"Calle Mayor nº 41, El Palmar O Lugar de Don Juan, España, 30120, ES",no interesa/,,pendiente,yamila@libertyseller.com
Quodelo Trade Int,"Alakupua, S.L.",5493.39,2023-10-31,+34609060888,,compras@quodelo.com,MADRID,Hogar y cocina,Tazas,https://www.amazon.es/sp?seller=A31IGPK40LDG1V,B75777193,"Calle Manuel Tovar, 42 Piso 2, Madrid, Madrid, 28034, ES",no contesta,,pendiente,yamila@libertyseller.com
SIXPRO,SIXPRO COSMETICS SL,5529.95,2020-09-22,+34645030443,sin cargos relevantes,info@sixpro.eu,BARCELONA,Belleza,Cremas para pies,https://www.amazon.es/sp?seller=A2ETRKEVKCFBDU,B70992649,"Av. PI I MARGALL, 114 local bajos, CALDES DE MONTBUI, Barcelona, 08140, ES",ya tiene agencia y no le interesa,,pendiente,yamila@libertyseller.com
Ferretería González Security System,FERRETERIA CERRAJERIA GONZALEZ S.L,5586.45,2018-04-11,+34611024966,GONZALEZ MATEOS JESUS MANUEL (Administrador único),amazon@ferreteriagonzalez.com,ESPAÑA,Bricolaje y herramientas,Cilindros para puertas,https://www.amazon.es/sp?seller=A1WI2UJAZRLTCQ,B67850875,"Calle Fernández Ballesteros 23, Cádiz, España, 11009, ES","no esta, regresa a la s17",,pendiente,yamila@libertyseller.com
Happtail,"BABIT4ME,S.L.",5627.04,2025-09-10,+34610513927,Ignacio,info@babit4me.com,MADRID,Hogar y cocina,Almohadas de lectura,https://www.amazon.es/sp?seller=A2PZQ8O3FWAVEX,B75621938,"Avenida Santuario de Valverde 75, Puerta L, Madrid, Madrid, 28049, ES",ignacio de vacaciones,,pendiente,yamila@libertyseller.com
VAPERCLICK,"VAPERCLICK, SOCIEDAD LIMITADA",5683.56,2023-06-28,+34639422909,sin cargos relevantes,info@vaperclick.es,VALENCIA,Productos para mascotas,Empapadores de adiestramiento para perros desechables,https://www.amazon.es/sp?seller=A210UL9MK8DQZ5,B44647311,"Calle Palleter 50, OTRO, PAIPORTA, VALENCIA, 46200, ES",,,pendiente,yamila@libertyseller.com
JUGUETES DÁMASO SL,Juguetes Dámaso SL,5731.43,2020-07-24,+34 678 62 73 22,CLIMENT JAVALOYES FILOMENA (Administrador único); DIEZ CLIMENT GLORIA (Administrador único); DIEZ LLEDOSA DAMASO (Apoderado),amazon@juguetesdamaso.es,ALICANTE,Juguetes y juegos,Muñecas,https://www.amazon.es/sp?seller=A28HN9FHKBG8HY,B03971439,"Avenida Primero de Mayo 5, San Vicente Del Raspeig, Alicante, 03690, ES",,,pendiente,yamila@libertyseller.com
Odelyne Technology,Odelyne Technology Sociedad Limitada,5766.36,2023-07-14,+34644309902,sin cargos relevantes,ceo@odelyne.com,VALENCIA,Belleza,Dispositivos antiarrugas y antienvejecimiento,https://www.amazon.es/sp?seller=A3A73HJYUPI5I,B72980121,"Carrer de Sant Vicent Màrtir 85, 8º dcha, Valencia, Valencia, 46007, ES",,,pendiente,yamila@libertyseller.com
Kitcarbono,Jonatan borrego vega,5796.34,2017-03-03,+34696124168,,info@kitcarbono.com,SEVILLA,CDs y vinilos,Imprimación y disolventes de óxido,https://www.amazon.es/sp?seller=A8SSXI05IVBL,ES28930833F,"calle Carmen amaya n4, la puebla de cazalla, Sevilla, 41540, ES",,,pendiente,yamila@libertyseller.com
MO-Tech,"MOVIL RENOVA, SOCIEDAD LIMITADA",5828.51,2025-08-26,+8613826525357,,movilltd@outlook.com,MADRID,Electrónica,Móviles y smartphones libres,https://www.amazon.es/sp?seller=A25XW0CE4HNCU1,B22456388,"C/ DE SANTIAGO CUENDE 8 2 1 MADRID, MADRID, MADRID, 28025, ES",,,pendiente,yamila@libertyseller.com
People Sapiens,"LIKE SPORT 2020, S.L",5859.37,2019-09-27,+34661592535,LURBE MATEU JAVIER (Administrador solidario); GRAMAGE PENADES RAFAEL GABRIEL (Administrador solidario); LURBE MATEU MIGUEL (Administrador solidario),administracion@likesport.es,VALENCIA,Moda,Calcetines de running para hombre,https://www.amazon.es/sp?seller=ARRKUGUWKOW6C,B98377625,"PGIND EL PLA-CARRE DIABLES, 32, Ontinyent, Valencia, 46870, ES",,,pendiente,yamila@libertyseller.com
TASTEWARE,LV ECOM SELLERS S.L.,5913.17,2025-11-12,+34648702029,,info@tasteware.es,CATALUÑA,Hogar y cocina,"Diccionarios electrónicos, tesauros y traductores",https://www.amazon.es/sp?seller=A97LUQDO47X00,B22744767,"Calle Dos de Maig 17, P01, Sant Just Desvern, Barcelona, 08960, ES",,,pendiente,yamila@libertyseller.com
IZAS OUTDOOR,IZAS OUTDOOR S.L.,5945.71,2017-04-11,+34680747426,PADEL & OUTDOOR SOCIEDAD LIMITADA. (Administrador único); DOMINGUEZ SERENA MANUEL. (Administrador único); DOMINGUEZ GARCIA MARIO. (Apoderado); DOMINGUEZ SERENA MANUEL (Administrador único); GARCIA PALACIOS MARIA SONIA (Administrador único),izas@izas-outdoor.com,ZARAGOZA,Moda,Sandalias deportivas para hombre,https://www.amazon.es/sp?seller=A2GU67S0S60AC1,B50978824,"c/ Trapani 20, PLAZA, Zaragoza, 50197, ES",,,pendiente,yamila@libertyseller.com
Hilion,COMERCIAL J BORRAJO S.L.,5985.79,2020-09-24,+34 691 48 35 31,BORRAJO CANELO CARLOS (Administrador único); BORRAJO CANELO LUIS (Consejero); BORRAJO CANELO ANA (Consejero); BORRAJO GARCIA CARLOS (Consejero),cialonline@jborrajo.com,TOLEDO,Alimentación y Bebidas,Jarabes,https://www.amazon.es/sp?seller=A3M44OT098OW99,B45739380,"C/ FRANCISCO REDONDO GARCIA 10, TALAVERA DE LA REINA, TOLEDO, 45600, ES",,,pendiente,yamila@libertyseller.com
MAScondon,Colibri Salud SL,6019.48,2017-12-13,+34636401620,,sebastianlopez@mascondon.com,MADRID,Salud y cuidado personal,Preservativos masculinos en sexo seguro,https://www.amazon.es/sp?seller=AIZBHYIJ0JAKO,B06865786,"Calle Arriaza 12. Escalera 1. Bajo Derecha. Local mascondon., MADRID, MADRID, 28008, ES",,,pendiente,yamila@libertyseller.com
Cibernalia,"Cibernalia, S.L.",6047.51,2025-02-13,+34667760102,JOAQUIN MIGUEL LOPEZ FOULQUIE (Administrador mancomunado); MARIA DE LAS MERCEDES LOPEZ FOULQUIE (Administrador solidario); JUAN DE DIOS LOPEZ CARRILLO (Administrador mancomunado),ventas@cibernalia.com,MURCIA,Electrónica,Receptores de TV por satélite,https://www.amazon.es/sp?seller=A1RE8T3RB4177O,B73742971,"C/ Bartolome Rodenas, 13, Torres de Cotillas, Murcia, 30565, ES",,,pendiente,yamila@libertyseller.com
PUBLIC SABATERIA SL,"PUBLIC SABATERIA,S.L.",6066.45,2017-06-05,938667516,PUIG AUSIO JOSEP (Administrador único),info@publicsabateria.com,BARCELONA,Moda,Sandalias de vestir para mujer,https://www.amazon.es/sp?seller=A10ZLY80FGATGD,B67561332,"Avenida Pí i Margall 56 B-67561332, CALDES DE MONTBUI, Barcelona, 08140, ES",,,pendiente,yamila@libertyseller.com
-A_P_M-,"OBUSSHOP, SOCIEDAD LIMITADA UNIPERSONAL",6110.03,2024-12-03,+34664798263,,moranopan@gmail.com,LA CORUÑA,Hogar y cocina,Cojines para espalderas y sillas,https://www.amazon.es/sp?seller=A3RH16YJSTDNES,B22671465,"Calle Castellana, 22 2A, cambre, la coruña, 15660, ES",,,pendiente,yamila@libertyseller.com
Platanomelón,Love Digital Factory Spain SL,6190.79,2017-10-01,+34638480063,sin cargos relevantes,dropship@platanomelon.com,BARCELONA,Salud y cuidado personal,Succionadores de clítoris en Juguetes eróticos,https://www.amazon.es/sp?seller=A2MERVV84UAWHF,B66522830,"Plaza Pau Vila, 1, Ed. Palau de Mar, Acceso A Planta 1, Barcelona, Barcelona, 08039, ES",,,pendiente,yamila@libertyseller.com
Artextrem,Crismalcar S.L,6240.11,2021-07-14,+34622320480,GILGIL JUAN CARLOS (Socio único),carlos@artextrem.com,CÁCERES,Bricolaje y herramientas,Colgadores para cuadros,https://www.amazon.es/sp?seller=A1Y7YKM3Y77JNF,ESB44829109,"Avenida las Vegas 61 B, Santibáñez el Bajo, Cáceres, 10666, ES",,,pendiente,yamila@libertyseller.com
Nafra Home,NAFRA HOME S.L,6282.96,2025-07-28,+34671903601,sin cargos relevantes,fgistas@nafrahome.com,BARCELONA,Productos para mascotas,Protector de tapicería para perros,https://www.amazon.es/sp?seller=A14CAKRS0H4ONR,B75452151,"Mallorca 509, 1-1, Barcelona, Barcelona, 08026, ES",,,pendiente,yamila@libertyseller.com
Lyaris,LYARIS LOGISTIC GLOBAL SL,6365.07,2024-09-09,+34620557158,,info@lyaris.com,ESPAÑA,Hogar y cocina,Tapones de desagüe,https://www.amazon.es/sp?seller=A3OO3K7BLB23RP,B26576116,"AVDA VALDEMORILLO NUM 9, URB CERRO DE ALARCON 2, Valdemorillo, España, 28210, ES",,,pendiente,yamila@libertyseller.com
VMA SOLUTIONS ZOOM SL,VMA SOLUTIONS ZOOM SL,6415.99,2025-07-21,+34690124197,MORILLOARRIZABALAGA VICTOR MARIA (Socio único),amazonvictorma@gmail.com,MADRID,Salud y cuidado personal,Adaptadores de audio y vídeo para vehículos,https://www.amazon.es/sp?seller=A1VBY1E1ZYN8W0,B19718634,"Calle Cantabria, 21, Las Rozas de Madrid, Madrid, 28231, ES",,,pendiente,yamila@libertyseller.com
CM GARDEN,CROMADOS MODERNOS S.L.,6450.11,2024-06-28,+34661270877,GOMEZ FERNANDEZ FEDERICO (Administrador solidario); GOMEZ IBORRA FEDERICO FERNANDO TOMAS (Administrador solidario); GOMEZ IBORRA AITOR (Administrador solidario),contabilidad@cromados.com,BURGOS,Salud y cuidado personal,Maceteros de ventana para plantas,https://www.amazon.es/sp?seller=A10F41CWEFBYXG,B09283474,"C/ VIGASIERRA N 1, CARDEÑADIJO, BURGOS, 09194, ES",,,pendiente,yamila@libertyseller.com
Distrito Arte,Bellas Artes Carrillo y Díaz SL,6478.88,2017-12-07,+34605284046,CARRILLO BERMUDEZ SANTIAGO MANUEL (Administrador solidario); DIAZ VAZQUEZ ANTONIO (Administrador solidario),pedidos@distritoarte.es,A CORUÑA,Hogar y cocina,Lienzos enrollados,https://www.amazon.es/sp?seller=A15CPU5DAAFBB2,B70143102,"CALLE BENITO VICETTO, S/N PORTAL 16, OLEIROS, A CORUÑA, 15176, ES",,,pendiente,yamila@libertyseller.com
Luquicina S.L,Luquicina Agua Europa S.L,6504.81,2025-11-08,+447858054633,,admin@luquicina.es,ALICANTE,Bricolaje y herramientas,Fregaderos de un seno,https://www.amazon.es/sp?seller=AIF4E0HEK3SXE,B22607758,"Carlos Benimeli Street, 9, Javea, Alicante, 03730, ES",,,pendiente,yamila@libertyseller.com
FARMACIA-ORTOPEDIA MAGISTRAL,FRANCISCO LUIS PÉREZ HIGUERO,6559.28,2017-04-11,+34689400456,,luimagistral@gmail.com,BADAJOZ,Salud y cuidado personal,Cortapelos y barberos,https://www.amazon.es/sp?seller=A3QZ2VR40LMZ5F,32856901K,"Calle Cruz del Río 127. 06700 VILLANUEVA DE LA SERENA.BADAJO, VILLANUEVA DE LA SERENA, BADAJOZ, 06700, ES",,,pendiente,yamila@libertyseller.com
FORMULER EUROPE,UANDI CONNECTIONS,6584.8,2024-04-09,+34687617195,KIM KEUNTAE (Administrador único),uandiconnections@gmail.com,MADRID,Electrónica,Clientes de streaming,https://www.amazon.es/sp?seller=A1OWNMUGSRKB8Z,B88444039,"C. de la Infanta Mercedes, 31, Local 12, Madrid, Madrid, 28020, ES",,,pendiente,yamila@libertyseller.com
AlmaSelecta,ALMADREAMS 2025 SL,6646.37,2025-07-13,+34633422177,,contact.almadreams@gmail.com,BARCELONA,Salud y cuidado personal,Jabón para la higiene íntima,https://www.amazon.es/sp?seller=A13TCUK6HEPRHF,B21956719,"CALLE BLASCO DE GARAY, 193, TERRASSA, BARCELONA, 08224, ES",,,pendiente,yamila@libertyseller.com
LOLEK,JULIETA ALEXANDRA LILOFF DIAZ,6707.11,2023-08-24,+34684277770,,pablotedoldi@gmail.com,MADRID,Hogar y cocina,Mandos para PC,https://www.amazon.es/sp?seller=A3B08VRVQHF16H,JULIETA ALEXANDRA LILOFF DIAZ,"CALLE ALFONSO MARTINEZ CONDE 9, 1ro f, MADRID, MADRID, 28025, ES",,,pendiente,yamila@libertyseller.com
LaFarmacia,PRIMEFARMA S.L,6776.94,2020-01-13,+34 747 85 61 13,DOMENECH GARCIA JOSE VICENTE (Administrador único),info@lafarmacia.es,GIRONA,Salud y cuidado personal,Tetinas para biberón,https://www.amazon.es/sp?seller=A4BP6PVOVYWR,B67122606,"Carrer Figueres 1, Vilabertran, Girona, 17760, ES",//,,pendiente,yamila@libertyseller.com
CadeGrow,CADE GROW S.L.,6854.98,2024-03-18,+34694211983,,jcdamz23@gmail.com,BARCELONA,Salud y cuidado personal,Coladores de desagüe,https://www.amazon.es/sp?seller=A24Q8T32R7BE2H,B22615801,"PLAZA COSMOS 3, PLANTA 2 PUERTA 1, BARCELONA, BARCELONA, 08032, ES",,,pendiente,yamila@libertyseller.com
TLTSELLING,TLTGROUP S.L.,6901.08,2018-11-18,+34 695 80 86 36,TALTAVULL CAZCARRA ADRIA (Administrador único),tltgroupsl@gmail.com,BARCELONA,Salud y cuidado personal,Dulces picantes,https://www.amazon.es/sp?seller=A1OVU3ULIDP5AO,B02986917,"Carrer Independencia 367, 2-4, Barcelona, Barcelona, 08026, ES",,,pendiente,yamila@libertyseller.com
jmtglobal,JMT GLOBAL ESPAÑA SLU,6958.19,2025-06-14,+34634282121,,jmtglobal.esp@gmail.com,SEVILLA,Hogar y cocina,Almohadas estándar,https://www.amazon.es/sp?seller=A14DS6YY3C4WHX,B75551705,"Fuerteventura 2, 1.A, Sevilla, Sevilla, 41016, ES",,,pendiente,yamila@libertyseller.com
Agricentro Andres Tato sl,Agricentro Andrés Tato SL,6988.12,2018-12-17,+34659157241,ANDRES PARADELO DANIEL (Administrador solidario); TATO RODRIGUEZ ISMAEL (Administrador solidario),agroviloira@gmail.com,OURENSE,Jardín,Carretillas y carros de carga,https://www.amazon.es/sp?seller=A3SC6KK9WAOQB6,B32446080,"Avenida de Elena Quiroga 21 - Agroviloira, Viloira (san Martiño), Ourense, 32315, ES",,,pendiente,yamila@libertyseller.com
Prismia,OCENTIS LABS SL,7066.37,2023-11-14,+34679465613,,albertomontonseller@gmail.com,ARAGÓN,Hogar y cocina,Cinta y tape,https://www.amazon.es/sp?seller=A14D22YGA1XV4Y,B23829096,"Calle Concepción Arenal, 13, 2ºD, Zaragoza, Aragón, 50005, ES",,,pendiente,yamila@libertyseller.com
Ingenieria y Multimedia S.L,M&E Ingenieria y Multimedia S.L,7094.0,2021-02-08,+34679675727,GARCES CALVILLO JORDI (Apoderado solidario); COLL TALLEDA JOSEP MARIA (Apoderado); COLL ARBOIX JOSEP (Apoderado); COLL TALLEDA JOSE MARIA (Representante Art.143 del reglamento del registro mercantil); GRUPO APLICACIONES ELECTRONICAS Y COMUNICACIONES S (Administrador conjunto); GARCES MUNTAÑOLA JORDI (Administrador único); GARCES MUNTAÑOLA JORGE (Administrador conjunto),purchasing@meingenieria.com,BARCELONA,Hogar y cocina,Café de grano tostado,https://www.amazon.es/sp?seller=A3IK3QCYI5IJU2,B62400700,"Calle Espronceda 19, local 2-3, Barcelona, Barcelona, 08005, ES",,,pendiente,yamila@libertyseller.com
BONICOS MONTESSORI,Nubeiro Labs SL,7160.58,2018-03-13,+34623912163,sin cargos relevantes,info@bonicos.es,A CORUÑA,Juguetes y juegos,Campanas tubulares,https://www.amazon.es/sp?seller=A2INSKKJYKXRWB,B19924992,"Avenida Areal 12, 4°, Cabanas, A Coruña, 15621, ES",,,pendiente,yamila@libertyseller.com
Compumancha Store,"SOLUCIONES EN INFORMATICA Y DESARROLLO SOFTWARE,SL",7214.65,2016-11-10,+34 644 40 17 53,DELGADO BUSTOS JORGE (Administrador solidario); POZUELO ARENAS ANTONIO MANUEL (Administrador solidario),amazon@indsolutions.es,CIUDAD REAL,Informática,Queso curado y semi-curado envasado,https://www.amazon.es/sp?seller=A3BL30XAYRBR7B,ESB13486865,"Paseo Cervantes, 15, 2º A, Socuéllamos, Ciudad Real, 13630, ES",,,pendiente,yamila@libertyseller.com
Shopimagen,"IONIC VISION, SLU",7261.51,2017-07-06,+34609458484,CARRERA PAMPILLON DAVID (Apoderado); MIGUELES ALONSO SUSANA (Socio único),jdevesa@ovenglobe.com,PONTEVEDRA - ESPAÑA,Belleza,Coloración permanente,https://www.amazon.es/sp?seller=A2MDALQUZ9A93D,B36962652,"José Regojo Nº 6 Bajo, Redondela, Pontevedra, 36800, ES",,,pendiente,yamila@libertyseller.com
Fimefy Healthcare,FIMEFY HEALTHCARE SL,7342.47,2023-07-18,+34692698492,CALVO RIGUAL JUAN JOSE. (Apoderado),info@fimefy.com,SPAIN,Salud y cuidado personal,Cinta y tape,https://www.amazon.es/sp?seller=A1NCNCTXONXRB2,B72976004,"Calle Joaquin Costa 23, pta 5, Valencia, Spain, 46005, ES",,,pendiente,yamila@libertyseller.com
FARMAOPTICA,farmaopticos Becerril SLU,7408.85,2025-03-21,+34684385034,,farmaciabecerril@farmaciabecerril.es,ESPAÑA,Belleza,Desodorante,https://www.amazon.es/sp?seller=AX8UDJXQ7XN7E,B34247072,"calle colon 16, Palencia, España, 34002, ES",,,pendiente,yamila@libertyseller.com
Car Lux,ACCESORIOS CARLUX SL,7438.17,2016-09-14,+34 661 14 08 62,,amazon@carlux.es,MADRID,Hogar y cocina,Luces de advertencia y emergencia para automóviles,https://www.amazon.es/sp?seller=A1DJE3RT0904MB,B42917922,"Calle Rodríguez San Pedro 13 2º1, Madrid, Madrid, 28015, ES",,,pendiente,yamila@libertyseller.com
FarmaciaVizcaíno,"Parafarmacia Jano, SL",7535.04,2018-07-05,+34660356535,,info@farmaciavizcaino.com,,Salud y cuidado personal,Filtros solares corporales,https://www.amazon.es/sp?seller=A34QASJ8IR0C2Y,B21602180,"Calle Real de Arriba 13, valverde del camino, 21600, ES",,,pendiente,yamila@libertyseller.com
